lat,long,category,quantity,year
28.63505,77.18285,murder,0,2021
28.71681,77.15712,murder,0,2021
28.68423,77.15977,murder,1,2021
28.69784,77.11933,murder,1,2021
28.66539,77.20846,murder,0,2021
28.63,77.21432,murder,1,2021
28.59238,77.24417,murder,1,2021
28.6419,77.24062,murder,0,2021
28.69664,77.09163,murder,0,2021
28.66676,77.30662,murder,0,2021
28.65557,77.21885,murder,1,2021
28.70265,77.07856,murder,0,2021
28.6554,77.27642,murder,1,2021
28.68851,77.2215,murder,1,2021
28.69245,77.17432,murder,1,2021
28.63896,77.10143,murder,1,2021
28.58809,77.08293,murder,1,2021
28.66013,77.14659,murder,0,2021
28.60935,77.09946,murder,0,2021
28.64583,77.20931,murder,0,2021
28.65399,77.21115,murder,1,2021
28.57449,77.19913,murder,0,2021
28.60975,76.98269,murder,1,2021
28.52958,77.0872,murder,0,2021
28.61363,77.31708,murder,1,2021
28.49385,77.30357,murder,1,2021
28.68901,77.14412,murder,0,2021
28.66917,77.20774,murder,0,2021
28.69251,77.20652,murder,1,2021
28.63857,77.20325,murder,1,2021
28.59827,77.21117,murder,0,2021
28.56843,77.24052,murder,1,2021
28.66699,77.28072,murder,0,2021
28.60415,77.23372,murder,1,2021
28.65597,77.31306,murder,1,2021
28.75841,77.1562,murder,0,2021
28.5541,77.23278,murder,0,2021
28.62997,77.06834,murder,1,2021
28.62499,77.06488,murder,0,2021
28.56468,77.23337,murder,0,2021
28.56207,77.29235,murder,0,2021
28.66254,77.2315,murder,0,2021
28.50165,77.29099,murder,1,2021
28.54046,77.28196,murder,0,2021
28.68199,77.06698,murder,0,2021
28.55848,77.19855,murder,1,2021
28.64335,77.22548,murder,0,2021
28.6897,77.18997,murder,0,2021
28.57837,77.06666,murder,1,2021
28.67112,77.10115,murder,0,2021
28.62046,77.06744,murder,0,2021
28.61821,77.23537,murder,1,2021
28.65151,77.1196,murder,0,2021
28.50957,77.24299,murder,1,2021
28.60733,77.30367,murder,0,2021
28.74766,77.07894,murder,0,2021
28.65955,77.26733,murder,1,2021
28.56411,77.05849,murder,1,2021
28.64751,77.15868,murder,0,2021
28.65375,77.03599,murder,0,2021
28.52882,77.22715,murder,1,2021
28.63775,77.2703,murder,0,2021
28.63852,77.29526,murder,0,2021
28.64053,77.13509,murder,1,2021
28.54939,77.20847,murder,0,2021
28.80659,77.0228,murder,0,2021
28.73043,77.121,murder,0,2021
28.6274,77.24722,murder,1,2021
28.5759,77.22514,murder,1,2021
28.59872,77.12437,murder,0,2021
28.65258,77.19326,murder,1,2021
28.65761,77.11332,murder,1,2021
28.64359,77.2839,murder,1,2021
28.65237,77.15822,murder,0,2021
28.55797,77.16933,murder,0,2021
28.65256,77.1932,murder,1,2021
28.57835,77.26018,murder,0,2021
28.85321,77.08849,murder,1,2021
28.59818,77.31178,murder,1,2021
28.62473,77.21366,murder,1,2021
28.665,77.0717,murder,0,2021
28.62543,77.30612,murder,1,2021
28.68062,77.17851,murder,1,2021
28.62543,77.30612,murder,0,2021
28.62867,76.96681,murder,1,2021
28.58691,76.99466,murder,0,2021
28.52149,77.18019,murder,0,2021
28.70045,77.14605,murder,1,2021
28.62863,77.08188,murder,1,2021
28.66837,77.18368,murder,0,2021
28.67005,77.19262,murder,1,2021
28.68499,77.20265,murder,1,2021
28.53486,77.15232,murder,0,2021
28.70894,77.11815,murder,0,2021
28.62486,77.33267,murder,0,2021
28.67811,77.31653,murder,0,2021
28.6743,77.26855,murder,0,2021
28.68277,77.29856,murder,0,2021
28.6742,77.28518,murder,1,2021
28.71113,77.2561,murder,0,2021
28.69612,77.2917,murder,0,2021
28.70603,77.31849,murder,0,2021
28.67042,76.96085,murder,1,2021
28.70128,77.2644,murder,1,2021
28.65752,77.20531,murder,0,2021
28.67909,77.27297,murder,1,2021
28.67341,77.27479,murder,0,2021
28.69853,77.30817,murder,1,2021
28.68496,77.316,murder,1,2021
28.67202,77.26207,murder,0,2021
28.71128,77.25611,murder,0,2021
28.73284,77.2745,murder,1,2021
28.70225,77.28085,murder,1,2021
28.53632,77.2492,rape,1,2021
28.61268,77.086,rape,2,2021
28.52989,77.20418,rape,1,2021
28.64361,77.23608,rape,1,2021
28.70257,77.19369,rape,0,2021
28.65335,77.29373,rape,0,2021
28.66645,77.22618,rape,0,2021
28.53067,77.26532,rape,1,2021
28.6091,77.06618,rape,0,2021
28.56234,77.2676,rape,0,2021
28.52299,77.30617,rape,1,2021
28.7072,77.2242,rape,1,2021
28.72582,77.00361,rape,1,2021
28.66004,77.17376,rape,0,2021
28.59139,77.08644,rape,1,2021
28.71793,77.12757,rape,1,2021
28.57051,77.179,rape,0,2021
28.70236,77.1159,rape,0,2021
28.67441,77.13276,rape,0,2021
28.60369,77.01564,rape,1,2021
28.73664,77.19735,rape,1,2021
28.65284,77.23362,rape,1,2021
28.70984,77.17532,rape,0,2021
28.60337,77.19606,rape,1,2021
28.62038,77.30265,rape,0,2021
28.67965,77.08879,rape,0,2021
28.46549,77.15114,rape,1,2021
28.64981,77.21754,rape,0,2021
28.63969,77.11992,rape,0,2021
28.73358,77.17487,rape,0,2021
28.64295,77.22621,rape,1,2021
28.63089,77.22498,rape,0,2021
28.56934,77.20489,rape,0,2021
28.70024,77.20856,rape,0,2021
28.66879,77.29224,rape,1,2021
28.53321,77.25743,rape,0,2021
28.54728,77.25644,rape,1,2021
28.64784,77.18053,rape,1,2021
28.58744,77.24047,rape,1,2021
28.63077,77.14501,rape,0,2021
28.52678,77.27462,rape,2,2021
28.72516,77.14219,rape,0,2021
28.59572,76.91555,rape,0,2021
28.62657,77.12084,rape,0,2021
28.70965,77.06081,rape,1,2021
28.71003,77.10186,rape,0,2021
28.55914,77.24093,rape,1,2021
28.79903,77.13913,rape,0,2021
28.72579,77.16418,rape,0,2021
28.53492,77.15236,rape,0,2021
28.74286,77.16574,rape,0,2021
28.79654,77.04254,rape,1,2021
28.72449,77.05179,rape,1,2021
28.63356,77.13777,rape,0,2021
28.49893,77.21428,rape,0,2021
28.63505,77.18285,rape,1,2021
28.71681,77.15712,rape,0,2021
28.68423,77.15977,rape,1,2021
28.69784,77.11933,rape,2,2021
28.66539,77.20846,rape,0,2021
28.63,77.21432,rape,1,2021
28.59238,77.24417,rape,1,2021
28.6419,77.24062,rape,0,2021
28.69664,77.09163,rape,1,2021
28.66676,77.30662,rape,1,2021
28.65557,77.21885,rape,1,2021
28.70265,77.07856,rape,0,2021
28.6554,77.27642,rape,0,2021
28.68851,77.2215,rape,1,2021
28.69245,77.17432,rape,1,2021
28.63896,77.10143,rape,2,2021
28.58809,77.08293,rape,1,2021
28.66013,77.14659,rape,1,2021
28.60935,77.09946,rape,0,2021
28.64583,77.20931,rape,1,2021
28.65399,77.21115,rape,1,2021
28.57449,77.19913,rape,0,2021
28.60975,76.98269,rape,1,2021
28.52958,77.0872,rape,1,2021
28.61363,77.31708,rape,0,2021
28.49385,77.30357,rape,1,2021
28.68901,77.14412,rape,0,2021
28.66917,77.20774,rape,1,2021
28.69251,77.20652,rape,2,2021
28.63857,77.20325,rape,1,2021
28.59827,77.21117,rape,1,2021
28.56843,77.24052,rape,1,2021
28.66699,77.28072,rape,0,2021
28.60415,77.23372,rape,0,2021
28.65597,77.31306,rape,1,2021
28.75841,77.1562,rape,0,2021
28.5541,77.23278,rape,0,2021
28.62997,77.06834,rape,1,2021
28.62499,77.06488,rape,0,2021
28.56468,77.23337,rape,1,2021
28.56207,77.29235,rape,1,2021
28.66254,77.2315,rape,1,2021
28.50165,77.29099,rape,1,2021
28.54046,77.28196,rape,0,2021
28.68199,77.06698,rape,1,2021
28.55848,77.19855,rape,1,2021
28.64335,77.22548,rape,0,2021
28.6897,77.18997,rape,0,2021
28.57837,77.06666,rape,0,2021
28.67112,77.10115,rape,1,2021
28.62046,77.06744,rape,0,2021
28.61821,77.23537,rape,0,2021
28.65151,77.1196,rape,0,2021
28.50957,77.24299,rape,0,2021
28.60733,77.30367,rape,1,2021
28.74766,77.07894,rape,1,2021
28.65955,77.26733,rape,0,2021
28.56411,77.05849,rape,0,2021
28.64751,77.15868,rape,0,2021
28.65375,77.03599,rape,1,2021
28.52882,77.22715,rape,0,2021
28.63775,77.2703,rape,1,2021
28.63852,77.29526,rape,1,2021
28.64053,77.13509,rape,1,2021
28.54939,77.20847,rape,1,2021
28.80659,77.0228,rape,0,2021
28.73043,77.121,rape,0,2021
28.6274,77.24722,rape,0,2021
28.5759,77.22514,rape,0,2021
28.59872,77.12437,rape,1,2021
28.65258,77.19326,rape,1,2021
28.65761,77.11332,rape,0,2021
28.64359,77.2839,rape,2,2021
28.65237,77.15822,rape,1,2021
28.55797,77.16933,rape,0,2021
28.65256,77.1932,rape,0,2021
28.57835,77.26018,rape,2,2021
28.85321,77.08849,rape,1,2021
28.59818,77.31178,rape,0,2021
28.62473,77.21366,rape,0,2021
28.665,77.0717,rape,1,2021
28.62543,77.30612,rape,1,2021
28.68062,77.17851,rape,0,2021
28.62543,77.30612,rape,0,2021
28.62867,76.96681,rape,0,2021
28.58691,76.99466,rape,0,2021
28.52149,77.18019,rape,1,2021
28.70045,77.14605,rape,0,2021
28.62863,77.08188,rape,0,2021
28.66837,77.18368,rape,0,2021
28.67005,77.19262,rape,1,2021
28.68499,77.20265,rape,0,2021
28.53486,77.15232,rape,0,2021
28.70894,77.11815,rape,1,2021
28.62486,77.33267,rape,0,2021
28.67811,77.31653,rape,1,2021
28.6743,77.26855,rape,0,2021
28.68277,77.29856,rape,2,2021
28.6742,77.28518,rape,1,2021
28.71113,77.2561,rape,0,2021
28.69612,77.2917,rape,1,2021
28.70603,77.31849,rape,1,2021
28.67042,76.96085,rape,0,2021
28.70128,77.2644,rape,0,2021
28.65752,77.20531,rape,0,2021
28.67909,77.27297,rape,1,2021
28.67341,77.27479,rape,0,2021
28.69853,77.30817,rape,2,2021
28.68496,77.316,rape,0,2021
28.67202,77.26207,rape,0,2021
28.71128,77.25611,rape,2,2021
28.73284,77.2745,rape,1,2021
28.70225,77.28085,rape,0,2021
28.53632,77.2492,robbery,2,2021
28.61268,77.086,robbery,4,2021
28.52989,77.20418,robbery,1,2021
28.64361,77.23608,robbery,1,2021
28.70257,77.19369,robbery,3,2021
28.65335,77.29373,robbery,5,2021
28.66645,77.22618,robbery,0,2021
28.53067,77.26532,robbery,2,2021
28.6091,77.06618,robbery,4,2021
28.56234,77.2676,robbery,3,2021
28.52299,77.30617,robbery,0,2021
28.7072,77.2242,robbery,3,2021
28.72582,77.00361,robbery,0,2021
28.66004,77.17376,robbery,4,2021
28.59139,77.08644,robbery,0,2021
28.71793,77.12757,robbery,2,2021
28.57051,77.179,robbery,2,2021
28.70236,77.1159,robbery,5,2021
28.67441,77.13276,robbery,4,2021
28.60369,77.01564,robbery,1,2021
28.73664,77.19735,robbery,2,2021
28.65284,77.23362,robbery,1,2021
28.70984,77.17532,robbery,2,2021
28.60337,77.19606,robbery,2,2021
28.62038,77.30265,robbery,2,2021
28.67965,77.08879,robbery,3,2021
28.46549,77.15114,robbery,3,2021
28.64981,77.21754,robbery,2,2021
28.63969,77.11992,robbery,2,2021
28.73358,77.17487,robbery,0,2021
28.64295,77.22621,robbery,0,2021
28.63089,77.22498,robbery,7,2021
28.56934,77.20489,robbery,1,2021
28.70024,77.20856,robbery,3,2021
28.66879,77.29224,robbery,1,2021
28.53321,77.25743,robbery,0,2021
28.54728,77.25644,robbery,1,2021
28.64784,77.18053,robbery,2,2021
28.58744,77.24047,robbery,0,2021
28.63077,77.14501,robbery,1,2021
28.52678,77.27462,robbery,0,2021
28.72516,77.14219,robbery,1,2021
28.59572,76.91555,robbery,2,2021
28.62657,77.12084,robbery,1,2021
28.70965,77.06081,robbery,5,2021
28.71003,77.10186,robbery,1,2021
28.55914,77.24093,robbery,4,2021
28.79903,77.13913,robbery,3,2021
28.72579,77.16418,robbery,1,2021
28.53492,77.15236,robbery,1,2021
28.74286,77.16574,robbery,1,2021
28.79654,77.04254,robbery,5,2021
28.72449,77.05179,robbery,3,2021
28.63356,77.13777,robbery,1,2021
28.49893,77.21428,robbery,1,2021
28.63505,77.18285,robbery,2,2021
28.71681,77.15712,robbery,2,2021
28.68423,77.15977,robbery,1,2021
28.69784,77.11933,robbery,3,2021
28.66539,77.20846,robbery,1,2021
28.63,77.21432,robbery,2,2021
28.59238,77.24417,robbery,0,2021
28.6419,77.24062,robbery,1,2021
28.69664,77.09163,robbery,1,2021
28.66676,77.30662,robbery,1,2021
28.65557,77.21885,robbery,0,2021
28.70265,77.07856,robbery,4,2021
28.6554,77.27642,robbery,0,2021
28.68851,77.2215,robbery,3,2021
28.69245,77.17432,robbery,3,2021
28.63896,77.10143,robbery,2,2021
28.58809,77.08293,robbery,1,2021
28.66013,77.14659,robbery,2,2021
28.60935,77.09946,robbery,1,2021
28.64583,77.20931,robbery,1,2021
28.65399,77.21115,robbery,1,2021
28.57449,77.19913,robbery,2,2021
28.60975,76.98269,robbery,2,2021
28.52958,77.0872,robbery,0,2021
28.61363,77.31708,robbery,2,2021
28.49385,77.30357,robbery,3,2021
28.68901,77.14412,robbery,3,2021
28.66917,77.20774,robbery,3,2021
28.69251,77.20652,robbery,2,2021
28.63857,77.20325,robbery,3,2021
28.59827,77.21117,robbery,3,2021
28.56843,77.24052,robbery,1,2021
28.66699,77.28072,robbery,0,2021
28.60415,77.23372,robbery,3,2021
28.65597,77.31306,robbery,4,2021
28.75841,77.1562,robbery,2,2021
28.5541,77.23278,robbery,1,2021
28.62997,77.06834,robbery,1,2021
28.62499,77.06488,robbery,5,2021
28.56468,77.23337,robbery,1,2021
28.56207,77.29235,robbery,1,2021
28.66254,77.2315,robbery,1,2021
28.50165,77.29099,robbery,3,2021
28.54046,77.28196,robbery,1,2021
28.68199,77.06698,robbery,2,2021
28.55848,77.19855,robbery,0,2021
28.64335,77.22548,robbery,0,2021
28.6897,77.18997,robbery,0,2021
28.57837,77.06666,robbery,2,2021
28.67112,77.10115,robbery,2,2021
28.62046,77.06744,robbery,3,2021
28.61821,77.23537,robbery,1,2021
28.65151,77.1196,robbery,1,2021
28.50957,77.24299,robbery,1,2021
28.60733,77.30367,robbery,1,2021
28.74766,77.07894,robbery,0,2021
28.65955,77.26733,robbery,1,2021
28.56411,77.05849,robbery,1,2021
28.64751,77.15868,robbery,2,2021
28.65375,77.03599,robbery,2,2021
28.52882,77.22715,robbery,0,2021
28.63775,77.2703,robbery,1,2021
28.63852,77.29526,robbery,2,2021
28.64053,77.13509,robbery,1,2021
28.54939,77.20847,robbery,1,2021
28.80659,77.0228,robbery,4,2021
28.73043,77.121,robbery,1,2021
28.6274,77.24722,robbery,0,2021
28.5759,77.22514,robbery,1,2021
28.59872,77.12437,robbery,1,2021
28.65258,77.19326,robbery,2,2021
28.65761,77.11332,robbery,2,2021
28.64359,77.2839,robbery,1,2021
28.65237,77.15822,robbery,3,2021
28.55797,77.16933,robbery,1,2021
28.65256,77.1932,robbery,1,2021
28.57835,77.26018,robbery,5,2021
28.85321,77.08849,robbery,1,2021
28.59818,77.31178,robbery,7,2021
28.62473,77.21366,robbery,2,2021
28.665,77.0717,robbery,1,2021
28.62543,77.30612,robbery,0,2021
28.68062,77.17851,robbery,2,2021
28.62543,77.30612,robbery,1,2021
28.62867,76.96681,robbery,3,2021
28.58691,76.99466,robbery,4,2021
28.52149,77.18019,robbery,2,2021
28.70045,77.14605,robbery,1,2021
28.62863,77.08188,robbery,1,2021
28.66837,77.18368,robbery,0,2021
28.67005,77.19262,robbery,1,2021
28.68499,77.20265,robbery,1,2021
28.53486,77.15232,robbery,1,2021
28.70894,77.11815,robbery,1,2021
28.62486,77.33267,robbery,1,2021
28.67811,77.31653,robbery,0,2021
28.6743,77.26855,robbery,2,2021
28.68277,77.29856,robbery,0,2021
28.6742,77.28518,robbery,0,2021
28.71113,77.2561,robbery,1,2021
28.69612,77.2917,robbery,0,2021
28.70603,77.31849,robbery,2,2021
28.67042,76.96085,robbery,1,2021
28.70128,77.2644,robbery,2,2021
28.65752,77.20531,robbery,0,2021
28.67909,77.27297,robbery,0,2021
28.67341,77.27479,robbery,1,2021
28.69853,77.30817,robbery,1,2021
28.68496,77.316,robbery,1,2021
28.67202,77.26207,robbery,1,2021
28.71128,77.25611,robbery,1,2021
28.73284,77.2745,robbery,1,2021
28.70225,77.28085,robbery,1,2021
28.53632,77.2492,theft,22,2021
28.61268,77.086,theft,12,2021
28.52989,77.20418,theft,34,2021
28.64361,77.23608,theft,27,2021
28.70257,77.19369,theft,20,2021
28.65335,77.29373,theft,22,2021
28.66645,77.22618,theft,17,2021
28.53067,77.26532,theft,34,2021
28.6091,77.06618,theft,21,2021
28.56234,77.2676,theft,31,2021
28.52299,77.30617,theft,10,2021
28.7072,77.2242,theft,31,2021
28.72582,77.00361,theft,15,2021
28.66004,77.17376,theft,19,2021
28.59139,77.08644,theft,9,2021
28.71793,77.12757,theft,22,2021
28.57051,77.179,theft,12,2021
28.70236,77.1159,theft,28,2021
28.67441,77.13276,theft,62,2021
28.60369,77.01564,theft,5,2021
28.73664,77.19735,theft,29,2021
28.65284,77.23362,theft,15,2021
28.70984,77.17532,theft,17,2021
28.60337,77.19606,theft,32,2021
28.62038,77.30265,theft,17,2021
28.67965,77.08879,theft,20,2021
28.46549,77.15114,theft,35,2021
28.64981,77.21754,theft,30,2021
28.63969,77.11992,theft,29,2021
28.73358,77.17487,theft,23,2021
28.64295,77.22621,theft,5,2021
28.63089,77.22498,theft,40,2021
28.56934,77.20489,theft,4,2021
28.70024,77.20856,theft,40,2021
28.66879,77.29224,theft,18,2021
28.53321,77.25743,theft,7,2021
28.54728,77.25644,theft,8,2021
28.64784,77.18053,theft,23,2021
28.58744,77.24047,theft,9,2021
28.63077,77.14501,theft,11,2021
28.52678,77.27462,theft,9,2021
28.72516,77.14219,theft,3,2021
28.59572,76.91555,theft,36,2021
28.62657,77.12084,theft,13,2021
28.70965,77.06081,theft,24,2021
28.71003,77.10186,theft,11,2021
28.55914,77.24093,theft,24,2021
28.79903,77.13913,theft,16,2021
28.72579,77.16418,theft,42,2021
28.53492,77.15236,theft,3,2021
28.74286,77.16574,theft,17,2021
28.79654,77.04254,theft,20,2021
28.72449,77.05179,theft,21,2021
28.63356,77.13777,theft,21,2021
28.49893,77.21428,theft,31,2021
28.63505,77.18285,theft,23,2021
28.71681,77.15712,theft,16,2021
28.68423,77.15977,theft,16,2021
28.69784,77.11933,theft,25,2021
28.66539,77.20846,theft,14,2021
28.63,77.21432,theft,40,2021
28.59238,77.24417,theft,11,2021
28.6419,77.24062,theft,9,2021
28.69664,77.09163,theft,5,2021
28.66676,77.30662,theft,6,2021
28.65557,77.21885,theft,12,2021
28.70265,77.07856,theft,32,2021
28.6554,77.27642,theft,12,2021
28.68851,77.2215,theft,39,2021
28.69245,77.17432,theft,22,2021
28.63896,77.10143,theft,23,2021
28.58809,77.08293,theft,9,2021
28.66013,77.14659,theft,40,2021
28.60935,77.09946,theft,24,2021
28.64583,77.20931,theft,14,2021
28.65399,77.21115,theft,18,2021
28.57449,77.19913,theft,18,2021
28.60975,76.98269,theft,45,2021
28.52958,77.0872,theft,7,2021
28.61363,77.31708,theft,13,2021
28.49385,77.30357,theft,16,2021
28.68901,77.14412,theft,30,2021
28.66917,77.20774,theft,32,2021
28.69251,77.20652,theft,24,2021
28.63857,77.20325,theft,40,2021
28.59827,77.21117,theft,30,2021
28.56843,77.24052,theft,8,2021
28.66699,77.28072,theft,7,2021
28.60415,77.23372,theft,22,2021
28.65597,77.31306,theft,22,2021
28.75841,77.1562,theft,23,2021
28.5541,77.23278,theft,9,2021
28.62997,77.06834,theft,10,2021
28.62499,77.06488,theft,53,2021
28.56468,77.23337,theft,8,2021
28.56207,77.29235,theft,13,2021
28.66254,77.2315,theft,17,2021
28.50165,77.29099,theft,19,2021
28.54046,77.28196,theft,11,2021
28.68199,77.06698,theft,42,2021
28.55848,77.19855,theft,5,2021
28.64335,77.22548,theft,22,2021
28.6897,77.18997,theft,0,2021
28.57837,77.06666,theft,14,2021
28.67112,77.10115,theft,26,2021
28.62046,77.06744,theft,20,2021
28.61821,77.23537,theft,15,2021
28.65151,77.1196,theft,29,2021
28.50957,77.24299,theft,9,2021
28.60733,77.30367,theft,10,2021
28.74766,77.07894,theft,16,2021
28.65955,77.26733,theft,15,2021
28.56411,77.05849,theft,21,2021
28.64751,77.15868,theft,17,2021
28.65375,77.03599,theft,15,2021
28.52882,77.22715,theft,7,2021
28.63775,77.2703,theft,13,2021
28.63852,77.29526,theft,25,2021
28.64053,77.13509,theft,10,2021
28.54939,77.20847,theft,18,2021
28.80659,77.0228,theft,20,2021
28.73043,77.121,theft,14,2021
28.6274,77.24722,theft,29,2021
28.5759,77.22514,theft,23,2021
28.59872,77.12437,theft,12,2021
28.65258,77.19326,theft,20,2021
28.65761,77.11332,theft,33,2021
28.64359,77.2839,theft,33,2021
28.65237,77.15822,theft,21,2021
28.55797,77.16933,theft,2,2021
28.65256,77.1932,theft,6,2021
28.57835,77.26018,theft,63,2021
28.85321,77.08849,theft,15,2021
28.59818,77.31178,theft,48,2021
28.62473,77.21366,theft,18,2021
28.665,77.0717,theft,21,2021
28.62543,77.30612,theft,32,2021
28.68062,77.17851,theft,13,2021
28.62543,77.30612,theft,26,2021
28.62867,76.96681,theft,21,2021
28.58691,76.99466,theft,24,2021
28.52149,77.18019,theft,28,2021
28.70045,77.14605,theft,17,2021
28.62863,77.08188,theft,20,2021
28.66837,77.18368,theft,16,2021
28.67005,77.19262,theft,14,2021
28.68499,77.20265,theft,22,2021
28.53486,77.15232,theft,32,2021
28.70894,77.11815,theft,22,2021
28.62486,77.33267,theft,6,2021
28.67811,77.31653,theft,13,2021
28.6743,77.26855,theft,21,2021
28.68277,77.29856,theft,17,2021
28.6742,77.28518,theft,8,2021
28.71113,77.2561,theft,8,2021
28.69612,77.2917,theft,8,2021
28.70603,77.31849,theft,23,2021
28.67042,76.96085,theft,12,2021
28.70128,77.2644,theft,10,2021
28.65752,77.20531,theft,0,2021
28.67909,77.27297,theft,3,2021
28.67341,77.27479,theft,17,2021
28.69853,77.30817,theft,29,2021
28.68496,77.316,theft,5,2021
28.67202,77.26207,theft,29,2021
28.71128,77.25611,theft,15,2021
28.73284,77.2745,theft,17,2021
28.70225,77.28085,theft,16,2021
,,,,
28.53632,77.2492,murder,0,2020
28.61268,77.086,murder,1,2020
28.52989,77.20418,murder,0,2020
28.64361,77.23608,murder,1,2020
28.70257,77.19369,murder,0,2020
28.65335,77.29373,murder,1,2020
28.66645,77.22618,murder,0,2020
28.53067,77.26532,murder,0,2020
28.6091,77.06618,murder,0,2020
28.56234,77.2676,murder,1,2020
28.52299,77.30617,murder,1,2020
28.7072,77.2242,murder,0,2020
28.72582,77.00361,murder,1,2020
28.66004,77.17376,murder,1,2020
28.59139,77.08644,murder,0,2020
28.71793,77.12757,murder,1,2020
28.57051,77.179,murder,0,2020
28.70236,77.1159,murder,0,2020
28.67441,77.13276,murder,1,2020
28.60369,77.01564,murder,1,2020
28.73664,77.19735,murder,1,2020
28.65284,77.23362,murder,0,2020
28.70984,77.17532,murder,0,2020
28.60337,77.19606,murder,0,2020
28.62038,77.30265,murder,0,2020
28.67965,77.08879,murder,0,2020
28.46549,77.15114,murder,1,2020
28.64981,77.21754,murder,0,2020
28.63969,77.11992,murder,1,2020
28.73358,77.17487,murder,0,2020
28.64295,77.22621,murder,1,2020
28.63089,77.22498,murder,0,2020
28.56934,77.20489,murder,1,2020
28.70024,77.20856,murder,1,2020
28.66879,77.29224,murder,1,2020
28.53321,77.25743,murder,0,2020
28.54728,77.25644,murder,0,2020
28.64784,77.18053,murder,1,2020
28.58744,77.24047,murder,0,2020
28.63077,77.14501,murder,0,2020
28.52678,77.27462,murder,1,2020
28.72516,77.14219,murder,0,2020
28.59572,76.91555,murder,0,2020
28.62657,77.12084,murder,1,2020
28.70965,77.06081,murder,1,2020
28.71003,77.10186,murder,0,2020
28.55914,77.24093,murder,0,2020
28.79903,77.13913,murder,1,2020
28.72579,77.16418,murder,0,2020
28.53492,77.15236,murder,0,2020
28.74286,77.16574,murder,1,2020
28.79654,77.04254,murder,1,2020
28.72449,77.05179,murder,0,2020
28.63356,77.13777,murder,0,2020
28.49893,77.21428,murder,0,2020
28.63505,77.18285,murder,0,2020
28.71681,77.15712,murder,1,2020
28.68423,77.15977,murder,0,2020
28.69784,77.11933,murder,0,2020
28.66539,77.20846,murder,0,2020
28.63,77.21432,murder,0,2020
28.59238,77.24417,murder,1,2020
28.6419,77.24062,murder,0,2020
28.69664,77.09163,murder,0,2020
28.66676,77.30662,murder,0,2020
28.65557,77.21885,murder,1,2020
28.70265,77.07856,murder,0,2020
28.6554,77.27642,murder,1,2020
28.68851,77.2215,murder,1,2020
28.69245,77.17432,murder,0,2020
28.63896,77.10143,murder,0,2020
28.58809,77.08293,murder,0,2020
28.66013,77.14659,murder,1,2020
28.60935,77.09946,murder,1,2020
28.64583,77.20931,murder,0,2020
28.65399,77.21115,murder,1,2020
28.57449,77.19913,murder,1,2020
28.60975,76.98269,murder,0,2020
28.52958,77.0872,murder,0,2020
28.61363,77.31708,murder,1,2020
28.49385,77.30357,murder,0,2020
28.68901,77.14412,murder,1,2020
28.66917,77.20774,murder,1,2020
28.69251,77.20652,murder,0,2020
28.63857,77.20325,murder,0,2020
28.59827,77.21117,murder,0,2020
28.56843,77.24052,murder,0,2020
28.66699,77.28072,murder,1,2020
28.60415,77.23372,murder,1,2020
28.65597,77.31306,murder,1,2020
28.75841,77.1562,murder,1,2020
28.5541,77.23278,murder,0,2020
28.62997,77.06834,murder,0,2020
28.62499,77.06488,murder,0,2020
28.56468,77.23337,murder,1,2020
28.56207,77.29235,murder,1,2020
